x,y,token
-21.323246,12.237324,least
-33.972572,11.479959,proofs
-4.3037105,-15.551971,growing
-5.6973977,-20.04045,graceful
-31.154722,18.953121,attractions
-35.927094,24.10884,infinitely
20.273417,46.2951,grace
-19.589275,36.07253,contradict
-33.572,-28.121206,gallant
-50.028732,20.365686,decision
-9.633558,12.21876,points
-45.665222,19.317915,principally
37.92643,8.310662,skilful
7.976193,21.913197,sighing
-46.7114,-4.4989944,animation
-4.288847,53.106155,lover
-17.071102,-37.90902,sudden
40.30401,-14.13982,likeness
-18.445972,-40.774586,leaving
-20.059168,-52.436935,room
-50.19531,-0.50868136,stopt
-32.383495,-4.803972,sooner
-44.7506,-32.4345,exclaimed
-2.2706563,-12.983121,exquisite
36.916573,13.659572,possession
-4.942026,41.918243,passion
-38.28301,35.942303,attempted
-31.791542,43.780506,tolerable
-43.111973,10.608342,disgust
4.033393,22.935036,delight
-27.942173,39.654858,entreat
-26.566889,31.978868,charming
-35.902752,3.8425834,drawings
32.601284,-27.851381,flowers
0.8173307,-6.7333665,inimitable
47.62467,-15.782332,pieces
-38.93701,-12.321571,don_t
-44.79046,10.94993,raptures
-18.067295,25.97346,try
-5.949666,-18.9395,delicate
-31.862432,34.931625,difficult
5.9905562,-42.18357,lines
9.194859,31.319445,mouth
-19.727745,37.47647,use
40.06638,28.401388,words
44.319496,26.928259,answering
-40.101112,41.85703,persuaded
-52.858734,17.19964,proposal
22.105282,11.742891,stand
-58.78558,2.2028985,minutes
-51.17579,32.138603,earnest
-45.24749,-2.9930692,pressing
-38.240585,7.2676477,produced
-20.157125,-7.60918,containing
-43.284653,3.2426302,finished
-30.03998,39.05903,decide
-2.0043993,10.152176,beginnings
-31.17725,9.269786,displayed
5.396725,-33.45422,lengths
-22.27204,-46.565807,pencil
24.308527,-46.45757,colours
6.312395,42.02555,turn
-11.591829,4.89119,progress
-6.6262712,-23.953949,music
17.972792,25.961237,labour
-15.113978,-42.574078,sang
-38.82579,20.92293,steadiness
-44.28885,-1.2735182,approached
-34.336555,19.53587,excellence
-13.981895,39.767063,deceived
-11.474443,10.936518,skill
-13.364901,-18.298761,artist
-26.866486,20.807178,reputation
-4.706796,-13.74183,higher
-39.946907,36.511856,deserved
-41.338146,-4.544032,spirited
-53.795464,12.5881815,companions
-20.825636,34.906273,pleases
-25.584827,-15.356888,capital
-38.609344,14.454197,variety
24.100168,-20.885548,faces
-21.437271,19.891195,study
-14.938417,-45.405422,sitting
-6.9661474,22.904854,kindest
-24.988398,11.096032,unlike
-52.940357,15.125749,henry
7.5961146,-47.591576,sheet
-46.45687,-1.804292,eager
-19.630713,45.334557,refuse
-21.23295,30.389637,mama
68.27237,12.633961,fourth
-28.807652,-31.068134,baby
3.7190418,-12.254716,sleeping
-49.457985,3.9313116,sofa
-13.777513,-58.69079,down
-37.359085,-21.858046,george
-1.2397375,-50.99562,corner
50.350925,-27.811497,length
-26.63507,-20.89954,pet
26.745295,40.33866,vowed
25.584745,27.315016,provoked
-36.1385,-12.323096,--(
-53.871376,10.790034,agreed
-36.308746,-12.720604,)--
-39.071255,30.048735,flattering
7.2886806,21.670912,trouble
-36.97052,34.59717,persuading
-11.295435,44.43386,finish
9.603803,28.023506,husbands
59.475723,33.800613,wives
-50.783176,-4.77096,repeating
-38.340622,12.784825,declaration
9.7392025,41.35079,wait
-32.185093,-21.06044,portrait
-7.1992126,13.124147,destined
-29.992891,24.135801,honourable
-50.832195,-4.316943,blushing
-11.889785,24.880589,keeping
-44.580658,-6.8041086,attitude
-10.5746975,16.259537,presented
-35.778442,7.414136,mixture
-6.7723427,-45.79693,behind
-14.895768,-29.23964,watching
6.5191026,32.152813,touch
1.3866338,-19.438328,gaze
-16.449392,46.53349,offence
-16.730307,19.008425,elsewhere
-35.019993,39.14155,occurred
-28.915401,40.89574,employ
-44.200222,27.885765,lessen
-47.43854,-3.7293417,listened
12.075097,34.430786,peace
-48.988476,30.605421,smallest
0.031132359,-8.511855,intermission
-20.420113,-31.725367,jump
-2.3102167,-7.3314085,charmed
-8.443652,33.563213,displeased
-16.50227,41.36488,discern
-39.895733,16.183676,complaisance
17.659739,-3.7640955,throw
-37.13655,6.7299876,considerably
20.031488,-31.33529,filling
34.134758,12.105759,memorial
-10.01527,8.098292,associations
-46.541058,6.86609,promising
-3.7656076,30.549374,entreated
-17.556454,23.951117,permission
-54.85636,13.242133,attending
-53.271675,7.6096992,party
-49.803143,12.720459,civilities
-43.237885,-0.43856174,accompanied
-0.6388695,-28.050209,rapid
29.509184,4.455536,continual
-2.1492584,23.052437,defended
-34.854362,35.626698,suspecting
-44.68349,-31.305382,addressing
-49.19812,-26.634062,".--"""
-30.63127,22.488108,correct
-20.240742,-40.377087,eyebrows
-35.019012,21.687304,resemblance
-43.62192,21.332823,effect
25.994806,-38.256996,shade
21.580421,-52.224613,tall
-22.964886,-4.643505,presents
-1.9346627,-1.2694231,proportions
1.8276654,-48.656944,fore
1.2003232,-19.844946,draws
50.735626,-5.4380946,doors
-7.804128,-44.050304,shawl
16.728619,-57.30536,shoulders
34.14974,-26.101812,tree
-30.536732,-19.497223,safe
-33.078827,5.383177,placing
-11.445278,-39.091652,touched
-15.328278,-4.2090683,admirable
9.368597,-13.003534,framed
-36.927536,19.508982,depended
18.232746,36.718403,doer
-36.518547,-4.306486,december
-29.038681,2.3477569,stirring
2.4907513,-18.411192,alert
-15.873694,24.644747,commission
-19.222172,27.910187,errand
6.779632,36.95803,endure
-5.009708,31.585938,desired
-45.73888,15.470126,repetition
-50.332546,12.888842,entreaties
-48.671677,23.300308,assurances
12.353981,-15.546369,frame
2.648325,-18.51712,directions
8.157931,-25.458715,pack
-7.7370687,13.437212,safety
13.711826,-23.27428,mostly
-23.39158,20.037264,fearful
44.059914,-18.816896,precious
11.106173,5.122527,tender
-25.869705,23.766981,suit
-10.984666,16.428684,principal
-22.371517,-11.268162,vii
28.064638,-22.603388,fresh
-44.73222,10.972297,services
-46.97986,-3.4599566,agitated
-14.062108,-52.692497,hurried
-43.922123,-1.6771863,announcing
-57.41787,-3.7055016,extraordinary
9.701013,19.740368,longing
-24.560646,-55.31652,minute
-49.39002,8.552789,finding
-24.665215,-48.29205,parcel
-42.644245,-17.62588,besides
11.489822,9.482921,songs
2.5204444,29.714865,lent
-3.4090774,20.083973,copy
-22.770157,-2.4915009,contained
-7.4759016,14.58024,direct
-2.267579,21.006226,wrote
-16.819368,-22.93597,fast
8.033772,26.226458,ashamed
-18.033863,31.12856,asking
-28.240755,7.7573028,connect
10.056239,-0.4451656,d
-48.89257,-3.7849898,pressed
-45.98089,26.46027,expectation
-11.1548395,20.614634,errors
-11.243304,22.565126,language
-40.261913,23.776009,sentiments
-41.07455,5.879027,conveyed
-22.592886,-1.2931893,writer
-41.487587,20.694624,expressed
-38.11524,17.831078,liberality
-39.289368,23.42398,propriety
-36.44046,22.432226,delicacy
-17.273235,-48.840847,paused
-18.314445,-47.82612,anxiously
-50.41344,0.94190055,forced
5.4009986,-54.673397,slowly
-5.708883,30.29614,helped
-26.99755,18.609324,express
-43.128002,19.311193,strongly
-24.014904,18.859362,clearly
-15.056781,-25.083305,takes
-13.685114,-31.099976,pen
-24.795923,3.6689267,vigorous
-22.627588,7.5457306,certain
-39.69341,-7.4963126,returning
-2.5803206,31.032549,speedily
-44.167446,31.864044,intelligible
-11.451246,27.957268,doubts
-46.724754,20.854765,expressions
-33.294914,24.895199,requires
-42.670025,25.783537,prompted
-2.126147,21.110512,write
-51.328697,24.137362,disappointment
-11.017345,49.952984,beg
-10.969965,49.970848,pardon
-34.858067,-20.808893,mistake
-46.273106,25.239378,reserve
-46.093853,-33.8669,continued
-41.02865,-3.1488452,silence
-15.626048,24.036005,apprehend
-18.972466,4.3066316,powerful
-20.34943,44.777004,accept
-26.313229,36.208252,hesitate
-34.169704,32.88857,duty
9.273023,12.787784,thus
-49.012146,-24.907082,hesitating
-2.2582972,30.547625,graciously
-25.930496,36.598515,prefer
-31.968105,38.124603,occur
-21.280403,21.141926,definition
10.763193,43.562298,deceive
-22.93262,-5.553978,instead
-22.471958,-39.321953,confused
-40.76625,-35.02754,thoughtfully
-15.200716,-48.673832,mechanically
-8.674035,-51.517937,twisted
-7.6047597,29.989487,waited
-28.410677,15.3676195,result
-45.7365,-6.3095503,impatience
-48.43396,13.355412,hopes
-48.018566,11.163031,suspense
-8.718434,33.17558,grieved
-8.006598,-30.994478,wavering
-3.9775465,27.731628,visited
-35.117874,7.9584394,forcibly
8.33055,-6.7966223,dreadful
2.7269528,35.81711,escape
7.0452394,38.269222,honour
-43.86959,25.684095,severe
19.478687,16.462023,killed
-25.722748,3.9137385,banished
-19.859533,24.421488,conceited
-37.407223,30.55213,conscience
-29.047588,5.0883827,opposing
-40.180496,29.554377,censure
-25.880505,26.893314,good_natured
-6.715847,23.24018,visiting
-2.808577,20.580084,writing
-47.930916,27.733625,consideration
-44.356945,28.694805,consolation
-19.553322,22.518122,cares
-24.799986,41.93995,advised
-19.838602,38.54355,protest
-38.380714,12.782131,sentence
-29.49552,6.1444006,tendency
-3.5848653,-41.425095,brace
-44.26097,-1.4043813,decisive
-23.001694,33.231655,ungrateful
50.29032,16.361969,sealed
-47.15506,4.769386,bringing
-54.77217,7.39533,invited
-43.435635,-34.558792,tone
46.358315,-21.175323,linen
8.025622,13.373045,teacher
15.45184,33.625607,envy
-3.8747635,45.386715,conquest
-19.400171,43.315533,appear
25.636404,-41.830933,dark
-45.827263,28.06497,attentions
-46.66858,-25.978794,tattle
-11.16321,13.670588,hitherto
-54.56069,-9.442184,explained
-10.770345,-27.60896,cheering
23.056059,28.14378,rejected
-14.516561,-43.26597,softly
-27.269735,29.95331,absent
-16.524323,-4.386285,original
-42.72505,10.31049,allowing
23.369715,41.38061,bond
-54.2549,5.6803145,street
-25.301105,23.539562,modest
-12.699373,-33.2548,horse
-6.1546,16.320045,solace
-2.2971432,-21.489887,opens
-24.064188,18.884306,suspicious
8.198663,17.399435,imaginations
-3.8865335,-17.12971,grew
-27.133839,46.939354,stronger
-57.53869,-33.37436,viii
59.63659,17.374603,slept
-37.147068,3.9083583,gradually
-29.202005,-19.396866,getting
24.142206,8.187918,bed
-37.45796,42.549397,judged
-36.46446,2.1816633,previously
-21.86266,45.045193,defer
-41.441086,40.027912,induced
-47.974983,20.540173,civility
-50.138737,4.337232,ceremony
57.27007,-12.759401,offering
-16.180752,10.479864,answers
-38.98018,20.470198,amusing
-8.609378,-18.262545,contrast
-30.254213,31.544613,apologies
-1.7115731,-19.049742,rude
32.555553,-36.964794,sun
-23.373026,39.345448,treat
24.180859,40.587585,stranger
-29.337032,-6.5997076,substitute
-15.050344,25.79,entertain
-17.468895,-40.21589,pace
-0.7688331,44.164806,tedious
-1.345505,39.650894,fetch
35.102318,22.014551,likewise
-0.94589067,-27.223755,seemingly
-44.471428,16.917715,inclined
-47.10958,6.2705097,chat
-8.334295,24.56357,voluntary
-20.929636,38.91647,depends
-45.08279,21.269293,improved
-14.283578,26.198158,cured
-19.439392,42.415127,bestow
-41.46371,39.93763,intended
-50.37942,13.388062,delay
-22.111021,23.631859,tiresome
-20.190985,5.459177,contradiction
-43.769672,-30.718447,presently
-46.221073,-8.2947235,smile
-45.646244,9.259928,fix
-13.145619,23.005245,reason
-50.526253,-24.6381,";"""
5.5653605,-11.385124,dropt
-33.68083,37.60693,hint
57.63396,-12.678163,offer
-29.804752,-28.798643,desperately
-27.718803,41.16675,consult
-35.111664,31.076344,imprudent
-20.401125,33.178787,speaks
-48.52636,12.995862,plans
14.347317,27.035305,esteemed
48.908432,27.73209,counsellor
-41.360855,6.356539,detained
-32.249996,35.085335,absolutely
-4.6429567,31.660713,refused
24.202396,-51.95467,red
0.613149,28.719433,indignation
3.6340356,33.04137,foolish
-15.8059,-31.54339,incomprehensible
-6.396587,-21.917253,madness
-3.8474433,-12.814393,clearer
-32.051666,36.57773,admit
-41.247917,23.608322,address
-38.198948,-30.303604,loudly
-6.089345,-28.40449,calmer
-48.204105,-7.4287133,few_moments
-16.98012,-20.667692,blinds
-40.44811,26.270855,claims
-39.00311,15.446151,relations
-20.130447,23.343164,simple
-32.202087,25.20212,experience
-10.22967,17.137487,wit
-20.632494,42.336216,avail
-24.72307,23.248728,tempered
26.922884,-30.626282,beneath
12.0827,-2.609545,deserts
9.049398,47.26884,trust
2.7012575,31.955534,aright
19.246328,-11.786355,cry
-48.11661,0.96955323,extreme
5.5652714,-53.396687,crossed
-41.264038,30.303427,partiality
-22.768766,32.064297,".'"""
-15.323681,9.347565,statement
8.920837,-15.234353,sphere
0.4350212,-30.73104,moves
-18.354443,9.863728,legal
13.891894,-48.438683,level
-33.266506,15.667235,allowance
2.1790683,47.912426,whoever
-9.267905,11.9733095,shift
14.964091,-1.3768901,move
-4.436281,51.31242,ambition
-46.895004,2.1496408,proceeded
-40.7394,30.148588,selfish
-6.003211,-9.724631,farthest
-50.469513,-6.5946445,reply
-25.67727,17.39279,assertion
-15.6948595,15.985759,contemptible
-24.275742,20.484543,represent
-2.6581194,14.369267,possesses
70.168526,2.3887253,ninety
70.34926,2.2412596,nine
26.848333,17.149797,fall
8.017615,17.26584,minds
-36.363064,32.369904,certainty
40.078217,23.267206,sought
-47.46225,14.361776,consequently
-25.329872,-20.490341,nice
-29.351036,9.034521,comprehending
-38.957844,20.16184,readiness
4.4242125,12.186461,highest
28.868303,35.531464,possess
2.1884086,44.531254,delights
-0.26750818,-44.548553,pick
-7.4373455,31.27822,wondered
-23.02358,16.032694,receives
-15.4902,38.505737,perceive
-31.102707,26.218037,unfortunate
-2.8010104,-47.60923,puff
2.6415553,-2.4598567,working
10.483935,20.614084,weak
16.16542,32.641174,mischief
-40.259342,24.9228,expectations
-14.612501,18.012678,offers
-38.795826,29.955086,prudent
-35.049416,32.900944,disgrace
-27.841581,11.61854,involved
-3.6922572,7.220409,mystery
2.3620315,13.508615,revealed
-32.465626,32.00504,encourage
-8.239863,33.884373,greatly
16.193819,47.361706,teach
-1.6384284,-16.087772,desperate
43.13665,26.645716,master
-9.822391,32.18318,angry
-37.891148,22.466541,application
28.398033,21.725784,abide
-45.40456,18.898302,refusal
-48.220432,-34.116886,altered
-39.591885,26.761984,sincerity
-33.46757,12.850749,habitual
-25.148207,-51.99555,opposite
-45.288025,23.068367,unpleasant
-39.683834,16.39431,views
-17.292341,37.594215,secret
-21.263153,32.34242,elton
-47.643826,-32.007183,laughed
-18.252733,5.684243,act
-37.15984,-7.845253,thousand_pounds
51.905346,-16.990238,apiece
10.877955,34.570927,doings
-40.725258,-35.995594,abruptly
-9.038672,32.883167,vexed
-52.52297,17.925835,affair
-16.230219,27.867676,provoking
-8.478301,34.129597,exceedingly
20.668655,28.836922,adversary
-30.39643,33.833355,materially
40.62615,4.2734914,cast
-58.45583,8.265702,staying
-51.626965,-1.6160517,uneasy
-48.421486,30.039637,possibility
-49.48247,24.140053,uneasiness
-17.601677,42.050755,justify
-33.83485,21.571236,pretensions
-42.338383,-35.009502,hastily
-51.120564,32.049633,attentive
-36.257057,26.13031,otherwise
37.84593,10.510856,war
-39.255356,23.36786,motives
-42.739113,24.215406,effects
-37.123425,24.80145,prudence
-35.75521,1.8790381,originally
-31.362228,38.47148,suggest
-31.734505,41.7973,attend
24.06006,9.08852,sick
-56.13688,6.8323565,park
-29.815908,-4.6709175,club
-20.699175,-28.407223,shabby
-2.4656947,12.771687,player
-50.17264,7.449639,journey
1.495399,-10.836804,bearer
-47.687744,-2.9613206,conscious
44.747536,8.861585,rode
-57.88277,-33.52718,ix
11.721984,36.77467,forgiven
-43.390865,5.2619925,proceedings
-42.181076,35.80573,justified
-51.63247,-4.5110564,sighed
-28.896898,7.994668,visibly
-1.2719909,26.057837,remembered
-17.794758,-19.676743,furnished
-7.668378,12.533997,utmost
-42.476845,14.643953,latter
-38.214195,17.508364,improving
-45.168568,18.129673,intention
-26.012442,45.574223,easier
-43.019962,27.526451,imagination
18.213501,-23.193565,range
-2.0075555,10.191879,labouring
25.78288,22.187859,enlarge
-17.633982,19.083324,comprehension
-19.555807,23.830399,sober
-14.807845,2.9494307,facts
-18.587019,8.288321,literary
-18.15117,4.9602695,pursuit
-31.156471,15.046087,mental
-47.64022,6.0400834,collecting
26.238817,-9.816105,hot
-22.444239,-46.821854,paper
-7.7928414,8.972664,literature
-3.4497883,2.272021,grand
-1.6039835,-1.861809,scale
-36.337475,7.027192,assisted
-22.564814,25.419003,invention
-24.116316,35.24962,recollect
-23.275465,34.065456,worth
-26.271822,-46.539852,putting
4.644739,-14.111143,ended
20.810057,-42.324253,frozen
-16.407038,36.141884,riddle
-5.393777,-2.5100837,contribute
-17.891535,-47.867176,intently
-38.92517,14.746466,recollections
25.823523,-9.24792,breathe
9.209199,31.355951,lips
-23.903572,32.815422,charade
17.50111,36.138283,doth
17.477865,24.103432,affliction
11.96025,41.49461,heal
-12.231774,-27.06506,pages
-42.457054,25.82818,security
11.602185,-20.237894,freshness
-34.818104,-15.23539,fellow
-15.722329,23.827131,inspire
-22.702772,-24.006617,piece
-43.813023,-2.9214098,addressed
-9.103165,19.055462,collection
-14.802601,30.297485,expose
21.87998,-13.599312,deep
-39.428616,-34.550613,pause
-6.27616,46.15339,loth
-48.08648,5.352673,examine
27.101578,-20.634521,pomp
45.778423,13.512216,kings
44.903923,13.084756,lords
15.993495,-6.8074946,earth
-2.8969357,-11.35353,luxury
-5.702697,18.504656,ease
39.680748,32.618782,behold
-7.651456,-0.9977285,monarch
15.65203,-28.292728,seas
-25.76129,17.671028,reverse
-1.1213244,7.404709,freedom
3.2922273,-23.731462,flown
31.44853,35.1051,lord
23.876831,-29.912594,sea
-31.512402,-28.905367,slave
10.051696,-9.117391,reigns
29.347952,47.071434,thy
-38.173794,17.346758,supply
1.1825461,-43.17363,beam
-16.444336,-31.216604,pondered
-14.227556,-54.222595,caught
9.472101,-31.567257,passing
-23.393488,21.495522,puzzling
-8.033433,0.70941865,confusion
-20.78713,44.272503,approve
-34.992596,33.006115,benefit
-29.550522,37.356873,convince
-18.261423,-32.454315,crisis
-41.617165,25.521547,observations
-47.803406,-4.9702845,eagerness
29.176342,34.976067,kingdom
-25.218727,-38.886036,shark
-13.718311,20.614658,syllable
8.613817,-41.16935,sharks
-27.731773,40.490326,listen
-20.182589,-22.271439,cream
-18.122833,-10.587643,follows
-17.497696,41.92429,resist
-40.520996,0.15302959,concluding
-8.7250185,-50.836277,pointed
6.018126,36.27439,receive
10.77323,-16.768635,clear
-19.745863,27.318302,congratulate
-1.4566177,29.23651,confirm
-36.767483,19.310839,alliance
-5.951323,-6.164569,embraces
-36.4331,-1.9229947,arrive
-35.15575,11.466962,acknowledgment
-22.122519,-18.35201,verses
1.5522945,27.36957,play
-25.891478,-14.618678,motto
-14.879941,9.274352,prose
67.483086,11.570056,month
-24.433153,-17.319529,strangest
-55.24924,12.790155,eltons
47.084293,-0.20088159,courts
-11.3634205,10.788468,pre
19.849031,0.89150596,homes
-2.6849053,40.569576,sends
10.712434,-31.228205,channel
-2.5403435,-37.71706,smooth
-18.76816,-51.89466,passage
-51.242546,11.621211,invitations
38.016636,26.393543,preached
-12.742526,-55.031876,ran
3.683901,-57.111897,front
-8.686423,-46.9217,peeped
-44.621414,6.781831,scolded
-44.004574,3.3786678,staid
-2.8036957,-59.199345,arm
-60.11807,18.76167,cole
-14.343828,13.476514,provided
-38.69632,28.325594,conduct
17.491747,32.11569,fools
-22.941996,23.057981,phrase
6.6528716,45.080196,rise
-16.715626,42.663975,satisfy
-24.175722,-25.412062,nicely
-29.34352,7.0666184,studied
-58.42697,5.789853,twelvemonth
-34.88394,12.348807,declining
-21.346903,15.124428,exception
-11.9587145,-24.835566,intent
-8.436554,-43.354046,cheeks
-2.16094,-14.448967,glow
24.531881,27.264957,committed
-20.817463,-38.40304,beaming
-37.850452,9.621026,private
27.999962,20.123653,divide
5.843122,-12.056943,ceases
-24.7212,-7.7199306,poet
-45.50543,17.40111,submitted
15.914505,0.92994964,parts
-18.75427,19.735027,pays
-18.903898,40.625256,betray
-37.67104,11.538934,overpowered
-9.376747,18.478857,tribute
-43.689804,24.651642,secrecy
-13.4519825,-52.869198,pushed
-45.95721,34.02898,proceed
23.479666,19.441402,souls
-27.902172,21.749779,ridiculous
-45.892693,12.40469,inquiry
-26.382998,-19.030832,dears
-29.978043,-29.824286,fairy
-42.851124,-1.9298047,distinctly
-43.947144,2.020238,explanations
-52.63176,17.587841,conclusion
-36.774853,-17.424948,aye
-13.757008,-49.82916,nodded
42.414127,17.16177,kindled
30.957739,-33.52804,flame
-37.05977,-35.0096,hood
-25.69981,-30.51585,wink
5.1588674,17.351469,aid
47.15393,15.41914,near
-17.072973,22.513742,approach
-28.876013,0.34576598,fatal
-20.346434,-9.927833,page
-22.685047,30.574278,grandmama
-21.227346,-6.1695046,nursery
-41.4209,-23.236506,lawyer
-24.50801,32.88382,inconvenient
-39.501656,-30.707293,sadly
-44.088573,29.494223,necessity
-29.480608,35.060215,thankful
-7.680156,25.345379,promises
4.7433405,-12.158833,musing
9.326564,37.662792,accomplish
-44.752647,12.452946,unwelcome
-42.686195,-5.962,submissive
-45.132786,21.345905,affected
34.372448,-26.076351,branch
-4.9638286,37.072617,eldest
-12.072325,-51.091434,chair
-5.6669974,-55.46779,string
-34.796158,-13.826059,?'
-4.054573,-52.9532,knife
38.342167,-22.617762,knives
10.301067,-36.65698,rough
-51.805046,-15.96988,boys
-41.042946,-30.277105,hardy
-6.381481,-48.042973,sharp
10.094404,-53.877983,ceiling
-18.663885,-37.161694,frightful
-16.313007,19.830881,whichever
-37.097893,-4.5867243,preparation
-59.144836,4.051781,o_clock
-38.107643,-20.058144,hero
-3.0742915,-8.175914,discerned
17.748663,-3.66424,push
11.560805,38.453594,die
-52.02629,5.563599,dining
-15.746666,34.45573,promised
-52.67572,-5.681882,thanked
-35.66209,-16.968391,re
-44.830544,6.7951627,urged
-47.089466,10.623578,declined
25.42208,-2.8118374,bow
-19.106739,39.983734,amiss
-45.361095,-3.7105827,glanced
-42.577595,5.9803967,examined
-20.891762,33.00248,writes
-24.694626,35.53652,_i_
-2.1485596,30.289753,honoured
-22.266607,-9.551428,"),"
-14.587422,-9.945806,parade
-5.4265203,52.512047,speeches
-26.85198,28.125921,apt
14.93604,43.109123,incline
1.588685,27.246956,laugh
-45.870506,8.750989,indulge
-1.964547,-12.481024,sublime
-57.403187,-33.344234,x
-28.49261,27.544079,charitable
10.064779,-34.14304,detached
-56.20053,6.9695706,cottage
-25.141813,-51.9401,leading
5.8158083,-32.838894,angles
19.179855,-49.190346,broad
8.129822,-32.680283,irregular
2.590636,-48.689205,main
50.085472,14.329089,abode
24.189444,15.080892,dwellings
-15.372894,-43.355743,rose
-31.169695,-32.984627,proprietor
-46.258183,-3.572063,observing
-52.216194,19.913643,remark
22.302488,-49.63419,yellow
52.721386,-22.16969,curtains
-27.550034,29.186628,intimately
25.228863,-24.464777,hedges
47.178997,-0.13859482,gates
31.557533,-21.547102,pools
-21.555243,8.7509,class
-14.635783,18.775988,pretence
-46.70754,-23.117607,housekeeper
-52.50759,16.87362,message
-31.986326,32.29507,induce
-38.024788,39.38904,tempted
-51.731705,-1.8895832,recollecting
-27.434408,35.11386,_not_
18.521215,37.61884,fool
-20.052,-8.204473,formidable
45.577396,-13.74598,image
-34.43475,24.814205,relative
-16.525183,43.413254,poverty
8.868684,-32.827538,narrow
12.070187,-2.426526,sport
-32.430706,30.627607,candour
33.45416,-8.243848,sour
-39.21034,3.3670704,barely
-20.287378,44.519054,apply
-2.0000498,-7.5277886,contracted
-41.333176,-16.626001,shilling
-41.234016,-16.40445,sixpence
-30.811213,23.109852,resources
-5.109231,-50.10935,carpet
-38.426548,28.799555,affections
-45.594296,24.63721,avoided
-30.76807,0.52932054,sensation
8.814913,25.325567,fear
-9.169243,22.091803,parent
-4.2668214,-12.153326,warmer
-21.236216,-4.8575225,nephews
-55.97615,14.001385,niece
15.923751,-6.7272134,heaven
13.27169,45.347374,forbid
-57.92634,20.48595,jane_fairfax
14.108989,25.36287,knit
-23.652504,30.842606,grandmother
10.7378235,26.684406,death
-40.99115,22.93545,compassionate
13.1818905,24.257757,distresses
-46.30906,0.5686453,relief
47.170624,32.262,counsel
-50.456467,-18.636532,purse
13.020415,24.431934,temptations
-19.872847,4.7463675,romantic
-1.0679446,7.3938017,virtue
4.213192,46.681778,troubles
-39.74639,20.86748,sympathy
-49.036026,17.923407,intelligence
16.667002,17.90472,sickness
-40.919296,2.154053,remaining
-21.031107,5.013028,impression
-31.111797,0.018426565,scene
5.333406,0.80606043,sights
-31.338524,24.71923,trifling
-0.18836805,-2.62731,creatures
13.29536,-1.1670626,vanish
13.305412,-45.752186,hedge
12.78019,-39.685078,slippery
12.5608,-46.082397,path
-16.855576,-49.985508,stopping
-35.337795,11.503255,wretchedness
-18.150331,42.58254,recall
20.25253,-2.4258156,bend
-19.16472,26.361586,trial
-47.545322,22.969042,exertion
-22.106777,28.289225,wretched
-1.3332926,-43.246265,empty
-28.420038,26.129267,distressing
0.57001865,19.401743,ourselves
-43.985134,0.64113325,joined
-39.724583,31.237835,sufferings
-46.35081,8.687532,accompany
14.178152,5.250078,increase
-14.430277,-52.706688,stopped
-45.673935,23.99768,alteration
-5.819222,-41.710087,boot
-6.144151,-46.965607,stooping
-53.421333,-11.61777,begged
-11.50453,-31.506258,setting
-18.804771,-10.869072,orders
29.337076,-4.351189,pitcher
-24.701717,-22.99574,broth
-35.74995,27.46352,acting
3.0817025,-50.690594,ahead
-43.72482,25.826378,obligation
-15.401348,-47.980934,involuntarily
-10.151337,10.203837,theirs
12.138034,-36.422253,around
-28.078009,42.125305,join
-27.745586,10.452443,detail
-35.187275,3.564339,experienced
-19.684137,-24.382154,cheese
56.671776,-0.44695622,north
-21.159271,-23.440338,butter
31.904306,-7.9849095,root
-14.393723,12.201247,interests
28.287926,23.667204,serve
-40.757454,-35.44756,quietly
-24.131594,-3.3068676,arrange
-12.886962,-40.257755,broke
-19.631212,-26.386478,lace
-10.0058,-52.451344,throwing
-3.4987655,-44.38913,ditch
-40.045532,-14.720487,stop
-43.372795,25.32002,acknowledged
-30.397661,18.621082,rights
-29.969872,21.750622,exceed
-47.57094,17.543959,communicated
-43.696014,15.237884,fully
7.2981987,-6.293828,incessant
-40.42899,13.929788,practicable
12.919793,27.290106,lovers
49.096684,-28.99482,windows
-1.6485049,-28.215242,aspect
26.269308,34.899452,glory
-41.191113,4.515886,successfully
-44.572792,3.6865377,purposely
-27.22795,5.063144,allusions
-26.55025,2.0776362,cautious
-9.324904,-32.616215,advances
-0.7633675,-49.188854,inch
-35.05324,29.344727,hazard
-18.466711,17.93696,believes
-24.687243,20.906801,ingenious
12.445417,26.079723,device
-57.581463,-33.40189,xi
26.115046,45.456554,quicken
53.48485,-18.859728,measures
-34.8079,6.1595597,anticipation
-24.302982,15.075665,reality
12.911694,31.66696,henceforth
-15.925819,12.205405,prime
-6.3877835,-11.404998,advance
-15.291177,-48.320396,rapidly
-22.337551,-36.817078,somehow
-28.643362,16.455242,exciting
-36.36171,-2.6938016,holidays
27.064962,-22.456171,autumn
16.371412,-22.123787,bathing
-23.685253,-3.3949153,coachman
-13.775037,8.120407,needless
23.800894,4.3130326,maids
8.825942,-38.743023,reaching
-46.770725,-23.004757,bustle
-54.580845,6.7498126,arrival
41.515896,8.312066,dispersed
18.240364,-13.44666,noise
-25.807222,17.808594,endured
-28.442163,24.637936,respected
-10.224775,9.928254,maternal
-48.47115,24.56233,solicitude
24.273085,-13.320442,ones
-50.07671,-8.979772,instantly
-45.763813,7.9960685,attendance
-31.142376,-10.532797,drinking
-22.184477,-31.04053,playing
-4.3661327,-28.597343,restless
